size,type,threshold,time_ms
75600,almost,0,8.642
75600,almost,5,6.409
75600,almost,10,7.334
75600,almost,20,5.289
75600,almost,30,5.484
75600,almost,50,4.867
75700,random,0,14.163
75700,random,5,13.298
75700,random,10,12.709
75700,random,20,12.641
75700,random,30,12.639
75700,random,50,12.834
75700,reversed,0,7.98
75700,reversed,5,6.198
75700,reversed,10,6.809
75700,reversed,20,6.662
75700,reversed,30,6.612
75700,reversed,50,8.322
75700,almost,0,9.772
75700,almost,5,7.341
75700,almost,10,6.073
75700,almost,20,6.932
75700,almost,30,5.31
75700,almost,50,4.831
75800,random,0,14.98
75800,random,5,13.235
75800,random,10,13.456
75800,random,20,13.201
75800,random,30,12.852
75800,random,50,12.729
75800,reversed,0,8.108
75800,reversed,5,7.389
75800,reversed,10,7.006
75800,reversed,20,6.415
75800,reversed,30,6.148
75800,reversed,50,7.516
75800,almost,0,7.77
75800,almost,5,6.518
75800,almost,10,5.832
75800,almost,20,5.213
75800,almost,30,5.144
75800,almost,50,4.689
75900,random,0,13.636
75900,random,5,12.526
75900,random,10,12.359
75900,random,20,11.611
75900,random,30,11.947
75900,random,50,13.077
75900,reversed,0,8.208
75900,reversed,5,6.536
75900,reversed,10,6.175
75900,reversed,20,6.577
75900,reversed,30,6.279
75900,reversed,50,7.956
75900,almost,0,8.111
75900,almost,5,7.076
75900,almost,10,6.135
75900,almost,20,5.726
75900,almost,30,5.313
75900,almost,50,5.086
76000,random,0,14.783
76000,random,5,13.057
76000,random,10,12.468
76000,random,20,12.608
76000,random,30,12.233
76000,random,50,12.125
76000,reversed,0,8.017
76000,reversed,5,6.338
76000,reversed,10,6.394
76000,reversed,20,7.034
76000,reversed,30,6.157
76000,reversed,50,7.251
76000,almost,0,8.206
76000,almost,5,6.767
76000,almost,10,6.303
76000,almost,20,6.037
76000,almost,30,6.296
76000,almost,50,5.741
76100,random,0,15.503
76100,random,5,13.862
76100,random,10,13.237
76100,random,20,12.393
76100,random,30,12.231
76100,random,50,13.723
76100,reversed,0,8.079
76100,reversed,5,6.862
76100,reversed,10,6.1
76100,reversed,20,6.435
76100,reversed,30,6.198
76100,reversed,50,7.565
76100,almost,0,8.093
76100,almost,5,6.626
76100,almost,10,6.048
76100,almost,20,5.559
76100,almost,30,5.735
76100,almost,50,4.954
76200,random,0,15.241
76200,random,5,13.724
76200,random,10,12.63
76200,random,20,12.411
76200,random,30,12.347
76200,random,50,11.979
76200,reversed,0,7.322
76200,reversed,5,6.174
76200,reversed,10,5.957
76200,reversed,20,5.971
76200,reversed,30,5.661
76200,reversed,50,7.207
76200,almost,0,7.508
76200,almost,5,6.119
76200,almost,10,5.481
76200,almost,20,5.166
76200,almost,30,5.162
76200,almost,50,4.986
76300,random,0,14.077
76300,random,5,13.209
76300,random,10,12.993
76300,random,20,12.941
76300,random,30,13.109
76300,random,50,12.736
76300,reversed,0,7.879
76300,reversed,5,6.435
76300,reversed,10,6.426
76300,reversed,20,6.525
76300,reversed,30,6.41
76300,reversed,50,7.683
76300,almost,0,7.845
76300,almost,5,6.415
76300,almost,10,5.825
76300,almost,20,5.182
76300,almost,30,5.133
76300,almost,50,4.701
76400,random,0,14.716
76400,random,5,13.54
76400,random,10,12.004
76400,random,20,12.137
76400,random,30,11.704
76400,random,50,12.104
76400,reversed,0,7.893
76400,reversed,5,6.446
76400,reversed,10,5.698
76400,reversed,20,5.931
76400,reversed,30,5.671
76400,reversed,50,7.182
76400,almost,0,7.884
76400,almost,5,6.088
76400,almost,10,6.181
76400,almost,20,5.596
76400,almost,30,5.156
76400,almost,50,5.236
76500,random,0,14.581
76500,random,5,13.118
76500,random,10,12.526
76500,random,20,12.118
76500,random,30,12.826
76500,random,50,13.157
76500,reversed,0,8.146
76500,reversed,5,7.392
76500,reversed,10,7.403
76500,reversed,20,7.076
76500,reversed,30,6.606
76500,reversed,50,8.431
76500,almost,0,9.277
76500,almost,5,7.52
76500,almost,10,6.067
76500,almost,20,5.286
76500,almost,30,5.414
76500,almost,50,4.837
76600,random,0,14.757
76600,random,5,13.284
76600,random,10,12.817
76600,random,20,13.118
76600,random,30,13.447
76600,random,50,13.617
76600,reversed,0,8.542
76600,reversed,5,7.053
76600,reversed,10,6.418
76600,reversed,20,6.958
76600,reversed,30,6.624
76600,reversed,50,8.029
76600,almost,0,8.715
76600,almost,5,7.062
76600,almost,10,6.081
76600,almost,20,5.704
76600,almost,30,5.485
76600,almost,50,5.061
76700,random,0,14.17
76700,random,5,14.739
76700,random,10,13.57
76700,random,20,12.766
76700,random,30,12.746
76700,random,50,12.336
76700,reversed,0,7.486
76700,reversed,5,7.311
76700,reversed,10,6.46
76700,reversed,20,6.236
76700,reversed,30,6.171
76700,reversed,50,7.832
76700,almost,0,8.765
76700,almost,5,6.482
76700,almost,10,5.665
76700,almost,20,5.232
76700,almost,30,5.256
76700,almost,50,5.24
76800,random,0,14.673
76800,random,5,12.973
76800,random,10,12.223
76800,random,20,11.86
76800,random,30,11.872
76800,random,50,12.611
76800,reversed,0,8.353
76800,reversed,5,6.779
76800,reversed,10,6.39
76800,reversed,20,6.723
76800,reversed,30,6.567
76800,reversed,50,8.199
76800,almost,0,8.495
76800,almost,5,6.815
76800,almost,10,6.57
76800,almost,20,5.656
76800,almost,30,5.957
76800,almost,50,5.54
76900,random,0,16.704
76900,random,5,13.679
76900,random,10,13.49
76900,random,20,13.642
76900,random,30,13.263
76900,random,50,13.939
76900,reversed,0,8.684
76900,reversed,5,7.012
76900,reversed,10,6.19
76900,reversed,20,6.266
76900,reversed,30,6.326
76900,reversed,50,7.488
76900,almost,0,7.743
76900,almost,5,6.228
76900,almost,10,6.23
76900,almost,20,5.753
76900,almost,30,6.213
76900,almost,50,5.478
77000,random,0,16.678
77000,random,5,13.643
77000,random,10,12.515
77000,random,20,12.177
77000,random,30,11.812
77000,random,50,12.081
77000,reversed,0,8.206
77000,reversed,5,6.347
77000,reversed,10,5.923
77000,reversed,20,5.915
77000,reversed,30,6.329
77000,reversed,50,7.745
77000,almost,0,10.699
77000,almost,5,8.287
77000,almost,10,9.897
77000,almost,20,5.407
77000,almost,30,5.347
77000,almost,50,4.879
77100,random,0,14.973
77100,random,5,14.09
77100,random,10,13.094
77100,random,20,11.979
77100,random,30,13.281
77100,random,50,13.461
77100,reversed,0,8.924
77100,reversed,5,6.438
77100,reversed,10,6.327
77100,reversed,20,6.754
77100,reversed,30,6.12
77100,reversed,50,7.733
77100,almost,0,8.497
77100,almost,5,7.178
77100,almost,10,6.168
77100,almost,20,5.567
77100,almost,30,6.059
77100,almost,50,5.259
77200,random,0,15.464
77200,random,5,14.607
77200,random,10,14.197
77200,random,20,13.748
77200,random,30,13.322
77200,random,50,12.606
77200,reversed,0,8.333
77200,reversed,5,6.467
77200,reversed,10,6.048
77200,reversed,20,6.209
77200,reversed,30,6.413
77200,reversed,50,8.071
77200,almost,0,9.406
77200,almost,5,7.01
77200,almost,10,6.763
77200,almost,20,5.79
77200,almost,30,5.376
77200,almost,50,5.005
77300,random,0,14.703
77300,random,5,14.233
77300,random,10,13.346
77300,random,20,12.65
77300,random,30,12.369
77300,random,50,12.795
77300,reversed,0,7.733
77300,reversed,5,6.748
77300,reversed,10,6.364
77300,reversed,20,6.536
77300,reversed,30,6.329
77300,reversed,50,7.718
77300,almost,0,8.559
77300,almost,5,6.847
77300,almost,10,6.484
77300,almost,20,5.357
77300,almost,30,5.926
77300,almost,50,4.985
77400,random,0,15.371
77400,random,5,13.917
77400,random,10,12.521
77400,random,20,12.492
77400,random,30,11.623
77400,random,50,12.047
77400,reversed,0,7.985
77400,reversed,5,6.598
77400,reversed,10,6.078
77400,reversed,20,5.894
77400,reversed,30,6.595
77400,reversed,50,8.203
77400,almost,0,8.138
77400,almost,5,6.449
77400,almost,10,5.931
77400,almost,20,5.242
77400,almost,30,5.173
77400,almost,50,4.701
77500,random,0,14.168
77500,random,5,13.282
77500,random,10,12.882
77500,random,20,11.991
77500,random,30,11.909
77500,random,50,11.768
77500,reversed,0,7.501
77500,reversed,5,6.32
77500,reversed,10,5.82
77500,reversed,20,5.902
77500,reversed,30,5.997
77500,reversed,50,7.768
77500,almost,0,7.979
77500,almost,5,6.49
77500,almost,10,6.118
77500,almost,20,5.715
77500,almost,30,5.819
77500,almost,50,4.862
77600,random,0,15.959
77600,random,5,13.723
77600,random,10,14.335
77600,random,20,12.951
77600,random,30,13.255
77600,random,50,13.682
77600,reversed,0,8.432
77600,reversed,5,6.802
77600,reversed,10,6.747
77600,reversed,20,6.508
77600,reversed,30,6.724
77600,reversed,50,8.261
77600,almost,0,8.363
77600,almost,5,6.597
77600,almost,10,6.065
77600,almost,20,5.312
77600,almost,30,5.251
77600,almost,50,4.845
77700,random,0,15.477
77700,random,5,14.874
77700,random,10,13.911
77700,random,20,14.174
77700,random,30,13.127
77700,random,50,12.878
77700,reversed,0,8.203
77700,reversed,5,6.722
77700,reversed,10,6.706
77700,reversed,20,6.483
77700,reversed,30,6.649
77700,reversed,50,8.914
77700,almost,0,8.136
77700,almost,5,6.882
77700,almost,10,6.386
77700,almost,20,5.769
77700,almost,30,5.683
77700,almost,50,5.635
77800,random,0,16.236
77800,random,5,14.252
77800,random,10,12.778
77800,random,20,12.496
77800,random,30,12.551
77800,random,50,12.321
77800,reversed,0,7.685
77800,reversed,5,6.521
77800,reversed,10,5.949
77800,reversed,20,5.814
77800,reversed,30,5.959
77800,reversed,50,7.396
77800,almost,0,7.662
77800,almost,5,6.165
77800,almost,10,5.639
77800,almost,20,5.08
77800,almost,30,5.154
77800,almost,50,5.184
77900,random,0,14.09
77900,random,5,13.323
77900,random,10,12.221
77900,random,20,12.13
77900,random,30,11.906
77900,random,50,14.633
77900,reversed,0,9.117
77900,reversed,5,6.826
77900,reversed,10,7.287
77900,reversed,20,6.263
77900,reversed,30,6.404
77900,reversed,50,7.682
77900,almost,0,8.472
77900,almost,5,6.837
77900,almost,10,6.308
77900,almost,20,5.749
77900,almost,30,6.753
77900,almost,50,5.359
78000,random,0,16.806
78000,random,5,14.977
78000,random,10,13.324
78000,random,20,12.556
78000,random,30,13.749
78000,random,50,12.933
78000,reversed,0,8.091
78000,reversed,5,6.613
78000,reversed,10,6.335
78000,reversed,20,6.511
78000,reversed,30,6.805
78000,reversed,50,8.466
78000,almost,0,9.305
78000,almost,5,7.071
78000,almost,10,6.335
78000,almost,20,6.128
78000,almost,30,5.735
78000,almost,50,5.528
78100,random,0,15.287
78100,random,5,13.655
78100,random,10,13.164
78100,random,20,12.593
78100,random,30,14.195
78100,random,50,15.16
78100,reversed,0,8.407
78100,reversed,5,6.876
78100,reversed,10,6.553
78100,reversed,20,6.475
78100,reversed,30,6.562
78100,reversed,50,8.581
78100,almost,0,9.496
78100,almost,5,7.037
78100,almost,10,6.7
78100,almost,20,5.926
78100,almost,30,6.052
78100,almost,50,5.081
78200,random,0,14.512
78200,random,5,14.006
78200,random,10,13.489
78200,random,20,13.396
78200,random,30,12.73
78200,random,50,12.377
78200,reversed,0,7.798
78200,reversed,5,6.432
78200,reversed,10,6.187
78200,reversed,20,6.061
78200,reversed,30,6.056
78200,reversed,50,7.414
78200,almost,0,7.603
78200,almost,5,6.454
78200,almost,10,5.646
78200,almost,20,5.328
78200,almost,30,5.417
78200,almost,50,4.774
78300,random,0,14.767
78300,random,5,15.461
78300,random,10,14.079
78300,random,20,18.902
78300,random,30,14.543
78300,random,50,13.998
78300,reversed,0,8.401
78300,reversed,5,6.459
78300,reversed,10,6.007
78300,reversed,20,6.028
78300,reversed,30,6.486
78300,reversed,50,8.395
78300,almost,0,8.123
78300,almost,5,6.879
78300,almost,10,5.885
78300,almost,20,5.72
78300,almost,30,5.946
78300,almost,50,6.859
78400,random,0,14.888
78400,random,5,14.452
78400,random,10,981.546
78400,random,20,12.524
78400,random,30,12.258
78400,random,50,13.014
78400,reversed,0,8.34
78400,reversed,5,6.607
78400,reversed,10,5.968
78400,reversed,20,5.909
78400,reversed,30,5.958
78400,reversed,50,7.541
78400,almost,0,8.43
78400,almost,5,6.509
78400,almost,10,5.961
78400,almost,20,5.365
78400,almost,30,5.225
78400,almost,50,4.836
78500,random,0,20.393
78500,random,5,13.928
78500,random,10,13.101
78500,random,20,18.089
78500,random,30,13.114
78500,random,50,12.722
78500,reversed,0,8.001
78500,reversed,5,6.663
78500,reversed,10,6.201
78500,reversed,20,6.531
78500,reversed,30,6.484
78500,reversed,50,8.216
78500,almost,0,8.65
78500,almost,5,6.63
78500,almost,10,6.1
78500,almost,20,5.513
78500,almost,30,5.872
78500,almost,50,6.354
78600,random,0,15.277
78600,random,5,15.091
78600,random,10,13.291
78600,random,20,13.202
78600,random,30,12.713
78600,random,50,13.406
78600,reversed,0,8.551
78600,reversed,5,6.877
78600,reversed,10,6.443
78600,reversed,20,6.819
78600,reversed,30,6.701
78600,reversed,50,8.183
78600,almost,0,8.687
78600,almost,5,7.047
78600,almost,10,6.743
78600,almost,20,5.665
78600,almost,30,5.934
78600,almost,50,5.592
78700,random,0,15.344
78700,random,5,15.037
78700,random,10,15.152
78700,random,20,13.692
78700,random,30,13.228
78700,random,50,13.292
78700,reversed,0,8.408
78700,reversed,5,7.013
78700,reversed,10,6.525
78700,reversed,20,6.98
78700,reversed,30,6.817
78700,reversed,50,8.028
78700,almost,0,9.136
78700,almost,5,7.18
78700,almost,10,6.634
78700,almost,20,5.937
78700,almost,30,5.8
78700,almost,50,5.154
78800,random,0,15.086
78800,random,5,13.927
78800,random,10,13.32
78800,random,20,14.724
78800,random,30,13.465
78800,random,50,13.529
78800,reversed,0,8.073
78800,reversed,5,6.88
78800,reversed,10,6.282
78800,reversed,20,6.748
78800,reversed,30,6.891
78800,reversed,50,7.991
78800,almost,0,8.254
78800,almost,5,6.439
78800,almost,10,5.614
78800,almost,20,6.119
78800,almost,30,5.661
78800,almost,50,5.631
78900,random,0,15.559
78900,random,5,14.378
78900,random,10,13.612
78900,random,20,13.626
78900,random,30,12.943
78900,random,50,12.841
78900,reversed,0,7.819
78900,reversed,5,6.718
78900,reversed,10,6.326
78900,reversed,20,6.43
78900,reversed,30,6.228
78900,reversed,50,8.782
78900,almost,0,7.69
78900,almost,5,6.647
78900,almost,10,5.901
78900,almost,20,5.17
78900,almost,30,5.078
78900,almost,50,4.81
79000,random,0,14.422
79000,random,5,13.199
79000,random,10,12.334
79000,random,20,11.947
79000,random,30,11.821
79000,random,50,12.486
79000,reversed,0,7.626
79000,reversed,5,6.894
79000,reversed,10,6.064
79000,reversed,20,5.99
79000,reversed,30,5.986
79000,reversed,50,7.541
79000,almost,0,8.275
79000,almost,5,6.449
79000,almost,10,5.854
79000,almost,20,5.452
79000,almost,30,5.09
79000,almost,50,4.753
79100,random,0,14.712
79100,random,5,13.114
79100,random,10,12.993
79100,random,20,11.882
79100,random,30,12.689
79100,random,50,13
79100,reversed,0,7.61
79100,reversed,5,6.258
79100,reversed,10,5.859
79100,reversed,20,6.251
79100,reversed,30,6.233
79100,reversed,50,8.539
79100,almost,0,8.836
79100,almost,5,6.768
79100,almost,10,7.316
79100,almost,20,6.073
79100,almost,30,6.138
79100,almost,50,5.03
79200,random,0,15.108
79200,random,5,14.048
79200,random,10,13.861
79200,random,20,13.478
79200,random,30,16.846
79200,random,50,12.786
79200,reversed,0,8.262
79200,reversed,5,6.944
79200,reversed,10,6.9
79200,reversed,20,7.032
79200,reversed,30,6.839
79200,reversed,50,8.267
79200,almost,0,8.499
79200,almost,5,7.654
79200,almost,10,6.231
79200,almost,20,5.655
79200,almost,30,5.54
79200,almost,50,5.428
79300,random,0,15.885
79300,random,5,14.452
79300,random,10,13.511
79300,random,20,13.543
79300,random,30,15.686
79300,random,50,13.876
79300,reversed,0,8.153
79300,reversed,5,6.673
79300,reversed,10,6.238
79300,reversed,20,6.377
79300,reversed,30,6.491
79300,reversed,50,7.812
79300,almost,0,8.124
79300,almost,5,7.164
79300,almost,10,6.551
79300,almost,20,6.035
79300,almost,30,5.649
79300,almost,50,5.275
79400,random,0,15.377
79400,random,5,13.986
79400,random,10,13.053
79400,random,20,12.811
79400,random,30,12.5
79400,random,50,12.834
79400,reversed,0,7.95
79400,reversed,5,6.93
79400,reversed,10,6.24
79400,reversed,20,5.957
79400,reversed,30,6.018
79400,reversed,50,7.677
79400,almost,0,9.005
79400,almost,5,6.849
79400,almost,10,6.16
79400,almost,20,5.893
79400,almost,30,5.395
79400,almost,50,5.008
79500,random,0,14.968
79500,random,5,13.977
79500,random,10,16.071
79500,random,20,13.363
79500,random,30,13.183
79500,random,50,12.906
79500,reversed,0,8.079
79500,reversed,5,6.767
79500,reversed,10,6.587
79500,reversed,20,6.55
79500,reversed,30,6.477
79500,reversed,50,8.266
79500,almost,0,8.69
79500,almost,5,6.578
79500,almost,10,5.955
79500,almost,20,5.483
79500,almost,30,5.652
79500,almost,50,5.098
79600,random,0,15.649
79600,random,5,14.314
79600,random,10,13.745
79600,random,20,13.736
79600,random,30,13.653
79600,random,50,13.113
79600,reversed,0,8.418
79600,reversed,5,6.74
79600,reversed,10,6.193
79600,reversed,20,7.134
79600,reversed,30,6.582
79600,reversed,50,8.02
79600,almost,0,7.999
79600,almost,5,6.73
79600,almost,10,6.263
79600,almost,20,5.425
79600,almost,30,5.081
79600,almost,50,5.165
79700,random,0,14.968
79700,random,5,15.226
79700,random,10,15.008
79700,random,20,14.143
79700,random,30,15.095
79700,random,50,13.907
79700,reversed,0,8.5
79700,reversed,5,6.896
79700,reversed,10,6.172
79700,reversed,20,6.402
79700,reversed,30,6.676
79700,reversed,50,8.551
79700,almost,0,8.782
79700,almost,5,6.934
79700,almost,10,6.745
79700,almost,20,5.785
79700,almost,30,5.645
79700,almost,50,5.356
79800,random,0,14.993
79800,random,5,13.819
79800,random,10,13.605
79800,random,20,13.029
79800,random,30,13.631
79800,random,50,13.519
79800,reversed,0,8.407
79800,reversed,5,6.868
79800,reversed,10,6.592
79800,reversed,20,6.77
79800,reversed,30,6.786
79800,reversed,50,7.997
79800,almost,0,8.956
79800,almost,5,7.183
79800,almost,10,6.317
79800,almost,20,5.649
79800,almost,30,5.86
79800,almost,50,5.336
79900,random,0,15.875
79900,random,5,14.519
79900,random,10,13.481
79900,random,20,13.468
79900,random,30,13.655
79900,random,50,13.295
79900,reversed,0,8.251
79900,reversed,5,6.678
79900,reversed,10,6.594
79900,reversed,20,6.694
79900,reversed,30,6.67
79900,reversed,50,8.365
79900,almost,0,8.061
79900,almost,5,7.022
79900,almost,10,6.033
79900,almost,20,5.843
79900,almost,30,5.264
79900,almost,50,5.934
80000,random,0,16.04
80000,random,5,13.861
80000,random,10,13.183
80000,random,20,12.481
80000,random,30,12.261
80000,random,50,12.756
80000,reversed,0,7.977
80000,reversed,5,6.574
80000,reversed,10,7.045
80000,reversed,20,7.032
80000,reversed,30,7.032
80000,reversed,50,8.72
80000,almost,0,9.61
80000,almost,5,7.178
80000,almost,10,6.022
80000,almost,20,5.667
80000,almost,30,5.995
80000,almost,50,5.094
80100,random,0,14.822
80100,random,5,13.425
80100,random,10,12.423
80100,random,20,12.826
80100,random,30,12.636
80100,random,50,12.798
80100,reversed,0,7.733
80100,reversed,5,6.392
80100,reversed,10,6.408
80100,reversed,20,5.979
80100,reversed,30,6.134
80100,reversed,50,7.772
80100,almost,0,8.168
80100,almost,5,6.332
80100,almost,10,6.056
80100,almost,20,5.241
80100,almost,30,5.421
80100,almost,50,4.757
80200,random,0,15.134
80200,random,5,13.717
80200,random,10,13.057
80200,random,20,12.959
80200,random,30,13.087
80200,random,50,12.853
80200,reversed,0,8.723
80200,reversed,5,6.993
80200,reversed,10,6.552
80200,reversed,20,6.879
80200,reversed,30,6.735
80200,reversed,50,9.437
80200,almost,0,8.385
80200,almost,5,6.894
80200,almost,10,6.483
80200,almost,20,5.78
80200,almost,30,5.808
80200,almost,50,5.233
80300,random,0,14.418
80300,random,5,14.172
80300,random,10,13.736
80300,random,20,12.949
80300,random,30,12.51
80300,random,50,12.744
80300,reversed,0,7.825
80300,reversed,5,6.854
80300,reversed,10,6.16
80300,reversed,20,6.201
80300,reversed,30,6.22
80300,reversed,50,8.487
80300,almost,0,8.079
80300,almost,5,6.785
80300,almost,10,6.273
80300,almost,20,5.818
80300,almost,30,5.9
80300,almost,50,5.073
80400,random,0,15.488
80400,random,5,14.091
80400,random,10,13.379
80400,random,20,12.476
80400,random,30,12.537
80400,random,50,12.654
80400,reversed,0,8.135
80400,reversed,5,6.675
80400,reversed,10,6.252
80400,reversed,20,6.492
80400,reversed,30,6.513
80400,reversed,50,8.25
80400,almost,0,8.251
80400,almost,5,6.656
80400,almost,10,5.85
80400,almost,20,5.375
80400,almost,30,5.383
80400,almost,50,5.061
80500,random,0,15.362
80500,random,5,13.511
80500,random,10,13.1
80500,random,20,12.548
80500,random,30,16.137
80500,random,50,15.39
80500,reversed,0,11.274
80500,reversed,5,11.628
80500,reversed,10,6.832
80500,reversed,20,6.81
80500,reversed,30,6.607
80500,reversed,50,8.835
80500,almost,0,8.896
80500,almost,5,7.001
80500,almost,10,6.439
80500,almost,20,5.985
80500,almost,30,5.799
80500,almost,50,5.961
80600,random,0,16.163
80600,random,5,14.483
80600,random,10,13.339
80600,random,20,13.536
80600,random,30,13.63
80600,random,50,13.883
80600,reversed,0,8.568
80600,reversed,5,7.001
80600,reversed,10,6.9
80600,reversed,20,6.805
80600,reversed,30,6.802
80600,reversed,50,7.792
80600,almost,0,8.364
80600,almost,5,6.805
80600,almost,10,6.109
80600,almost,20,5.419
80600,almost,30,5.541
80600,almost,50,5.242
80700,random,0,15.62
80700,random,5,14.521
80700,random,10,13.723
80700,random,20,12.856
80700,random,30,13.051
80700,random,50,13.742
80700,reversed,0,8.785
80700,reversed,5,7.329
80700,reversed,10,6.703
80700,reversed,20,6.912
80700,reversed,30,6.838
80700,reversed,50,8.511
80700,almost,0,8.525
80700,almost,5,6.669
80700,almost,10,6.135
80700,almost,20,5.289
80700,almost,30,5.619
80700,almost,50,4.786
80800,random,0,15.251
80800,random,5,13.937
80800,random,10,12.728
80800,random,20,14.269
80800,random,30,13.776
80800,random,50,13.259
80800,reversed,0,8.526
80800,reversed,5,6.9
80800,reversed,10,7.202
80800,reversed,20,7.38
80800,reversed,30,6.596
80800,reversed,50,8.161
80800,almost,0,8.604
80800,almost,5,6.787
80800,almost,10,6.243
80800,almost,20,5.737
80800,almost,30,5.401
80800,almost,50,5.215
80900,random,0,16.115
80900,random,5,15.611
80900,random,10,14.175
80900,random,20,12.696
80900,random,30,13.908
80900,random,50,13.066
80900,reversed,0,7.972
80900,reversed,5,6.805
80900,reversed,10,6.491
80900,reversed,20,6.789
80900,reversed,30,6.842
80900,reversed,50,8.216
80900,almost,0,8.736
80900,almost,5,6.79
80900,almost,10,6.002
80900,almost,20,5.372
80900,almost,30,5.808
80900,almost,50,5.1
81000,random,0,16.055
81000,random,5,13.561
81000,random,10,13.577
81000,random,20,12.611
81000,random,30,12.412
81000,random,50,13.152
81000,reversed,0,7.992
81000,reversed,5,6.372
81000,reversed,10,6.334
81000,reversed,20,6.34
81000,reversed,30,6.266
81000,reversed,50,8.715
81000,almost,0,7.964
81000,almost,5,6.265
81000,almost,10,6.279
81000,almost,20,6.531
81000,almost,30,5.793
81000,almost,50,5.427
81100,random,0,16.763
81100,random,5,15.126
81100,random,10,14.24
81100,random,20,13.374
81100,random,30,13.584
81100,random,50,13.785
81100,reversed,0,9.167
81100,reversed,5,7.008
81100,reversed,10,6.451
81100,reversed,20,6.848
81100,reversed,30,7.178
81100,reversed,50,8.645
81100,almost,0,8.4
81100,almost,5,7.515
81100,almost,10,6.437
81100,almost,20,5.531
81100,almost,30,5.34
81100,almost,50,5.177
81200,random,0,15.501
81200,random,5,13.622
81200,random,10,14.127
81200,random,20,13.325
81200,random,30,13.826
81200,random,50,13.202
81200,reversed,0,8.129
81200,reversed,5,6.625
81200,reversed,10,6.818
81200,reversed,20,6.172
81200,reversed,30,6.273
81200,reversed,50,8.453
81200,almost,0,8.362
81200,almost,5,6.839
81200,almost,10,6.313
81200,almost,20,5.554
81200,almost,30,5.531
81200,almost,50,5.035
81300,random,0,14.738
81300,random,5,13.466
81300,random,10,13.655
81300,random,20,12.84
81300,random,30,13.847
81300,random,50,12.802
81300,reversed,0,8.765
81300,reversed,5,6.618
81300,reversed,10,6.347
81300,reversed,20,6.823
81300,reversed,30,6.343
81300,reversed,50,9.337
81300,almost,0,8.286
81300,almost,5,7.06
81300,almost,10,5.814
81300,almost,20,5.44
81300,almost,30,5.78
81300,almost,50,5.301
81400,random,0,14.986
81400,random,5,13.786
81400,random,10,12.942
81400,random,20,13.16
81400,random,30,12.3
81400,random,50,12.697
81400,reversed,0,8.361
81400,reversed,5,6.733
81400,reversed,10,6.813
81400,reversed,20,6.136
81400,reversed,30,6.15
81400,reversed,50,8.421
81400,almost,0,8.369
81400,almost,5,6.876
81400,almost,10,6.43
81400,almost,20,5.949
81400,almost,30,5.707
81400,almost,50,5.379
81500,random,0,14.803
81500,random,5,13.628
81500,random,10,13.299
81500,random,20,12.397
81500,random,30,12.339
81500,random,50,12.536
81500,reversed,0,8.336
81500,reversed,5,6.576
81500,reversed,10,6.341
81500,reversed,20,6.412
81500,reversed,30,6.264
81500,reversed,50,8.606
81500,almost,0,9.25
81500,almost,5,7.228
81500,almost,10,8.605
81500,almost,20,6.801
81500,almost,30,5.686
81500,almost,50,5.671
81600,random,0,16.675
81600,random,5,14.738
81600,random,10,13.542
81600,random,20,13.325
81600,random,30,14.079
81600,random,50,13.928
81600,reversed,0,8.787
81600,reversed,5,7.019
81600,reversed,10,6.953
81600,reversed,20,7.01
81600,reversed,30,6.742
81600,reversed,50,8.664
81600,almost,0,9.07
81600,almost,5,6.765
81600,almost,10,5.907
81600,almost,20,6.106
81600,almost,30,5.783
81600,almost,50,4.929
81700,random,0,15.695
81700,random,5,15.055
81700,random,10,14.287
81700,random,20,13.445
81700,random,30,13.994
81700,random,50,13.847
81700,reversed,0,8.696
81700,reversed,5,7.164
81700,reversed,10,6.799
81700,reversed,20,6.812
81700,reversed,30,7.02
81700,reversed,50,8.666
81700,almost,0,8.97
81700,almost,5,7.406
81700,almost,10,6.631
81700,almost,20,5.619
81700,almost,30,5.907
81700,almost,50,4.915
81800,random,0,16.843
81800,random,5,14.048
81800,random,10,13.21
81800,random,20,12.992
81800,random,30,12.737
81800,random,50,13.464
81800,reversed,0,8.346
81800,reversed,5,7.56
81800,reversed,10,7.087
81800,reversed,20,7.624
81800,reversed,30,7.694
81800,reversed,50,10.5
81800,almost,0,8.729
81800,almost,5,7.529
81800,almost,10,6.976
81800,almost,20,6.368
81800,almost,30,6.199
81800,almost,50,5.345
81900,random,0,15.875
81900,random,5,13.963
81900,random,10,14.07
81900,random,20,13.828
81900,random,30,14.63
81900,random,50,14.384
81900,reversed,0,8.422
81900,reversed,5,7.077
81900,reversed,10,6.533
81900,reversed,20,7.436
81900,reversed,30,6.79
81900,reversed,50,8.699
81900,almost,0,8.529
81900,almost,5,6.875
81900,almost,10,6.619
81900,almost,20,6.588
81900,almost,30,5.495
81900,almost,50,5.428
82000,random,0,16.084
82000,random,5,16.899
82000,random,10,16.491
82000,random,20,15.495
82000,random,30,13.825
82000,random,50,13.411
82000,reversed,0,8.534
82000,reversed,5,7.426
82000,reversed,10,7.189
82000,reversed,20,7.143
82000,reversed,30,6.668
82000,reversed,50,8.443
82000,almost,0,8.794
82000,almost,5,6.902
82000,almost,10,6.333
82000,almost,20,6.17
82000,almost,30,5.717
82000,almost,50,5.223
82100,random,0,16.268
82100,random,5,14.785
82100,random,10,16.987
82100,random,20,13.651
82100,random,30,13.156
82100,random,50,14.015
82100,reversed,0,8.719
82100,reversed,5,7.084
