size,type,threshold,time_ms
21400,almost,10,1.523
21400,almost,20,1.403
21400,almost,30,1.617
21400,almost,50,1.629
21500,random,0,3.586
21500,random,5,3.24
21500,random,10,3.206
21500,random,20,3.089
21500,random,30,3.014
21500,random,50,2.932
21500,reversed,0,1.934
21500,reversed,5,1.59
21500,reversed,10,1.447
21500,reversed,20,1.356
21500,reversed,30,1.431
21500,reversed,50,1.886
21500,almost,0,1.953
21500,almost,5,1.735
21500,almost,10,1.56
21500,almost,20,1.372
21500,almost,30,1.213
21500,almost,50,1.174
21600,random,0,3.538
21600,random,5,3.737
21600,random,10,3.154
21600,random,20,3.029
21600,random,30,3.034
21600,random,50,3.1
21600,reversed,0,1.895
21600,reversed,5,1.487
21600,reversed,10,1.427
21600,reversed,20,1.36
21600,reversed,30,1.465
21600,reversed,50,1.913
21600,almost,0,2.113
21600,almost,5,1.604
21600,almost,10,1.498
21600,almost,20,1.355
21600,almost,30,1.229
21600,almost,50,1.164
21700,random,0,3.413
21700,random,5,3.151
21700,random,10,3.075
21700,random,20,2.935
21700,random,30,2.872
21700,random,50,3.014
21700,reversed,0,1.879
21700,reversed,5,1.506
21700,reversed,10,1.462
21700,reversed,20,1.449
21700,reversed,30,1.48
21700,reversed,50,2.15
21700,almost,0,2.307
21700,almost,5,1.655
21700,almost,10,1.549
21700,almost,20,1.691
21700,almost,30,1.363
21700,almost,50,1.203
21800,random,0,4.296
21800,random,5,3.531
21800,random,10,3.522
21800,random,20,3.135
21800,random,30,3.011
21800,random,50,3.134
21800,reversed,0,2.081
21800,reversed,5,1.631
21800,reversed,10,1.567
21800,reversed,20,1.481
21800,reversed,30,1.561
21800,reversed,50,2.122
21800,almost,0,2.421
21800,almost,5,1.76
21800,almost,10,1.617
21800,almost,20,1.535
21800,almost,30,1.258
21800,almost,50,1.256
21900,random,0,4.099
21900,random,5,3.355
21900,random,10,3.913
21900,random,20,3.292
21900,random,30,3.828
21900,random,50,3.732
21900,reversed,0,2.231
21900,reversed,5,1.58
21900,reversed,10,1.665
21900,reversed,20,1.548
21900,reversed,30,1.564
21900,reversed,50,2.096
21900,almost,0,2.252
21900,almost,5,1.683
21900,almost,10,1.582
21900,almost,20,1.451
21900,almost,30,1.359
21900,almost,50,1.191
22000,random,0,3.779
22000,random,5,3.482
22000,random,10,3.49
22000,random,20,3.166
22000,random,30,3.169
22000,random,50,3.17
22000,reversed,0,2.602
22000,reversed,5,1.734
22000,reversed,10,1.723
22000,reversed,20,1.511
22000,reversed,30,1.582
22000,reversed,50,2.169
22000,almost,0,2.249
22000,almost,5,1.815
22000,almost,10,1.714
22000,almost,20,1.502
22000,almost,30,1.387
22000,almost,50,1.169
22100,random,0,3.482
22100,random,5,3.225
22100,random,10,3.121
22100,random,20,3.475
22100,random,30,3.15
22100,random,50,3.178
22100,reversed,0,2.131
22100,reversed,5,1.703
22100,reversed,10,1.645
22100,reversed,20,1.527
22100,reversed,30,1.673
22100,reversed,50,2.097
22100,almost,0,2.608
22100,almost,5,1.69
22100,almost,10,1.611
22100,almost,20,1.458
22100,almost,30,1.434
22100,almost,50,1.421
22200,random,0,4.144
22200,random,5,3.595
22200,random,10,3.739
22200,random,20,3.309
22200,random,30,3.242
22200,random,50,3.215
22200,reversed,0,2.317
22200,reversed,5,1.793
22200,reversed,10,1.772
22200,reversed,20,1.721
22200,reversed,30,1.519
22200,reversed,50,2.074
22200,almost,0,2.133
22200,almost,5,1.832
22200,almost,10,1.621
22200,almost,20,1.621
22200,almost,30,1.493
22200,almost,50,1.279
22300,random,0,3.896
22300,random,5,4.207
22300,random,10,3.914
22300,random,20,3.495
22300,random,30,3.151
22300,random,50,3.408
22300,reversed,0,2.017
22300,reversed,5,1.709
22300,reversed,10,1.626
22300,reversed,20,1.505
22300,reversed,30,2.158
22300,reversed,50,2.288
22300,almost,0,2.153
22300,almost,5,1.721
22300,almost,10,1.636
22300,almost,20,1.471
22300,almost,30,1.365
22300,almost,50,1.273
22400,random,0,3.966
22400,random,5,3.694
22400,random,10,3.456
22400,random,20,3.376
22400,random,30,3.201
22400,random,50,3.4
22400,reversed,0,2.219
22400,reversed,5,1.764
22400,reversed,10,1.611
22400,reversed,20,1.514
22400,reversed,30,1.66
22400,reversed,50,2.238
22400,almost,0,2.115
22400,almost,5,1.866
22400,almost,10,1.618
22400,almost,20,1.671
22400,almost,30,1.428
22400,almost,50,1.177
22500,random,0,3.855
22500,random,5,3.532
22500,random,10,3.572
22500,random,20,3.439
22500,random,30,3.171
22500,random,50,3.263
22500,reversed,0,2.044
22500,reversed,5,1.776
22500,reversed,10,1.614
22500,reversed,20,1.513
22500,reversed,30,1.617
22500,reversed,50,2.033
22500,almost,0,1.983
22500,almost,5,1.63
22500,almost,10,1.55
22500,almost,20,1.407
22500,almost,30,1.305
22500,almost,50,1.161
22600,random,0,3.668
22600,random,5,3.416
22600,random,10,3.28
22600,random,20,3.076
22600,random,30,2.979
22600,random,50,3.041
22600,reversed,0,2.143
22600,reversed,5,1.7
22600,reversed,10,1.617
22600,reversed,20,1.45
22600,reversed,30,1.563
22600,reversed,50,2.073
22600,almost,0,2.112
22600,almost,5,1.637
22600,almost,10,1.65
22600,almost,20,1.396
22600,almost,30,1.3
22600,almost,50,1.173
22700,random,0,3.773
22700,random,5,3.546
22700,random,10,3.449
22700,random,20,3.177
22700,random,30,3.018
22700,random,50,3.199
22700,reversed,0,2.082
22700,reversed,5,1.903
22700,reversed,10,1.791
22700,reversed,20,1.645
22700,reversed,30,1.686
22700,reversed,50,2.071
22700,almost,0,2.166
22700,almost,5,1.678
22700,almost,10,1.592
22700,almost,20,1.417
22700,almost,30,1.545
22700,almost,50,1.259
22800,random,0,4.091
22800,random,5,3.773
22800,random,10,3.774
22800,random,20,3.166
22800,random,30,3.076
22800,random,50,3.125
22800,reversed,0,1.955
22800,reversed,5,1.614
22800,reversed,10,1.553
22800,reversed,20,1.431
22800,reversed,30,1.541
22800,reversed,50,2.053
22800,almost,0,1.998
22800,almost,5,1.888
22800,almost,10,1.706
22800,almost,20,1.506
22800,almost,30,1.336
22800,almost,50,1.251
22900,random,0,3.846
22900,random,5,3.735
22900,random,10,3.295
22900,random,20,3.192
22900,random,30,3.27
22900,random,50,3.735
22900,reversed,0,2.03
22900,reversed,5,2.126
22900,reversed,10,1.67
22900,reversed,20,1.649
22900,reversed,30,1.776
22900,reversed,50,2.273
22900,almost,0,2.061
22900,almost,5,2.072
22900,almost,10,1.651
22900,almost,20,1.482
22900,almost,30,1.434
22900,almost,50,1.188
23000,random,0,3.82
23000,random,5,3.517
23000,random,10,3.26
23000,random,20,3.327
23000,random,30,3.3
23000,random,50,3.321
23000,reversed,0,2.043
23000,reversed,5,1.777
23000,reversed,10,1.609
23000,reversed,20,1.466
23000,reversed,30,1.589
23000,reversed,50,2.1
23000,almost,0,2.031
23000,almost,5,1.761
23000,almost,10,1.579
23000,almost,20,1.418
23000,almost,30,1.332
23000,almost,50,1.234
23100,random,0,3.753
23100,random,5,3.807
23100,random,10,3.486
23100,random,20,3.215
23100,random,30,3.271
23100,random,50,3.328
23100,reversed,0,2.06
23100,reversed,5,1.67
23100,reversed,10,1.73
23100,reversed,20,1.581
23100,reversed,30,1.757
23100,reversed,50,2.241
23100,almost,0,2.064
23100,almost,5,1.945
23100,almost,10,1.911
23100,almost,20,1.541
23100,almost,30,1.457
23100,almost,50,1.198
23200,random,0,3.822
23200,random,5,3.624
23200,random,10,3.299
23200,random,20,3.612
23200,random,30,3.43
23200,random,50,3.722
23200,reversed,0,2.065
23200,reversed,5,1.717
23200,reversed,10,1.692
23200,reversed,20,1.681
23200,reversed,30,1.696
23200,reversed,50,2.242
23200,almost,0,2.56
23200,almost,5,1.781
23200,almost,10,1.721
23200,almost,20,1.472
23200,almost,30,1.3
23200,almost,50,1.212
23300,random,0,3.98
23300,random,5,3.603
23300,random,10,3.407
23300,random,20,3.384
23300,random,30,3.257
23300,random,50,3.673
23300,reversed,0,2.346
23300,reversed,5,1.994
23300,reversed,10,1.62
23300,reversed,20,1.487
23300,reversed,30,1.661
23300,reversed,50,2.253
23300,almost,0,2.204
23300,almost,5,1.731
23300,almost,10,1.628
23300,almost,20,1.515
23300,almost,30,1.376
23300,almost,50,1.25
23400,random,0,3.945
23400,random,5,3.726
23400,random,10,3.478
23400,random,20,3.198
23400,random,30,3.273
23400,random,50,3.426
23400,reversed,0,2.121
23400,reversed,5,1.779
23400,reversed,10,1.829
23400,reversed,20,1.586
23400,reversed,30,1.715
23400,reversed,50,2.398
23400,almost,0,2.248
23400,almost,5,1.84
23400,almost,10,1.737
23400,almost,20,1.565
23400,almost,30,1.4
23400,almost,50,1.187
23500,random,0,3.86
23500,random,5,3.673
23500,random,10,3.856
23500,random,20,3.379
23500,random,30,3.498
23500,random,50,3.548
23500,reversed,0,2.702
23500,reversed,5,1.789
23500,reversed,10,1.686
23500,reversed,20,1.589
23500,reversed,30,1.715
23500,reversed,50,2.293
23500,almost,0,2.254
23500,almost,5,1.92
23500,almost,10,1.783
23500,almost,20,1.454
23500,almost,30,1.518
23500,almost,50,1.227
23600,random,0,3.873
23600,random,5,3.573
23600,random,10,3.713
23600,random,20,3.361
23600,random,30,3.393
23600,random,50,3.471
23600,reversed,0,2.275
23600,reversed,5,1.765
23600,reversed,10,1.774
23600,reversed,20,1.595
23600,reversed,30,1.744
23600,reversed,50,2.337
23600,almost,0,2.029
23600,almost,5,1.747
23600,almost,10,1.683
23600,almost,20,1.572
23600,almost,30,1.348
23600,almost,50,1.253
23700,random,0,3.928
23700,random,5,3.793
23700,random,10,3.913
23700,random,20,3.515
23700,random,30,3.366
23700,random,50,3.58
23700,reversed,0,2.018
23700,reversed,5,1.713
23700,reversed,10,1.627
23700,reversed,20,1.546
23700,reversed,30,1.78
23700,reversed,50,2.411
23700,almost,0,2.251
23700,almost,5,1.851
23700,almost,10,1.787
23700,almost,20,1.611
23700,almost,30,1.419
23700,almost,50,1.367
23800,random,0,4.261
23800,random,5,3.932
23800,random,10,3.596
23800,random,20,3.314
23800,random,30,3.411
23800,random,50,3.462
23800,reversed,0,2.29
23800,reversed,5,1.903
23800,reversed,10,1.707
23800,reversed,20,1.607
23800,reversed,30,1.848
23800,reversed,50,2.376
23800,almost,0,2.248
23800,almost,5,1.907
23800,almost,10,1.919
23800,almost,20,1.848
23800,almost,30,1.392
23800,almost,50,1.247
23900,random,0,4.353
23900,random,5,3.657
23900,random,10,3.633
23900,random,20,3.476
23900,random,30,3.378
23900,random,50,3.467
23900,reversed,0,2.036
23900,reversed,5,1.816
23900,reversed,10,1.759
23900,reversed,20,1.568
23900,reversed,30,1.766
23900,reversed,50,2.482
23900,almost,0,2.343
23900,almost,5,1.942
23900,almost,10,1.759
23900,almost,20,1.559
23900,almost,30,1.335
23900,almost,50,1.212
24000,random,0,3.914
24000,random,5,4.016
24000,random,10,3.89
24000,random,20,3.425
24000,random,30,3.203
24000,random,50,3.393
24000,reversed,0,2.169
24000,reversed,5,1.788
24000,reversed,10,1.656
24000,reversed,20,1.52
24000,reversed,30,1.669
24000,reversed,50,2.268
24000,almost,0,2.141
24000,almost,5,1.939
24000,almost,10,1.759
24000,almost,20,1.652
24000,almost,30,1.4
24000,almost,50,1.512
24100,random,0,4.02
24100,random,5,3.705
24100,random,10,3.732
24100,random,20,3.369
24100,random,30,3.453
24100,random,50,3.804
24100,reversed,0,2.344
24100,reversed,5,1.968
24100,reversed,10,1.688
24100,reversed,20,1.613
24100,reversed,30,1.79
24100,reversed,50,2.645
24100,almost,0,2.106
24100,almost,5,1.817
24100,almost,10,1.919
24100,almost,20,1.921
24100,almost,30,1.432
24100,almost,50,1.308
24200,random,0,4.156
24200,random,5,4.154
24200,random,10,3.698
24200,random,20,3.618
24200,random,30,3.941
24200,random,50,3.537
24200,reversed,0,2.226
24200,reversed,5,1.894
24200,reversed,10,1.741
24200,reversed,20,1.639
24200,reversed,30,1.814
24200,reversed,50,2.414
24200,almost,0,2.322
24200,almost,5,1.923
24200,almost,10,2.123
24200,almost,20,1.661
24200,almost,30,1.49
24200,almost,50,1.314
24300,random,0,4.155
24300,random,5,3.756
24300,random,10,3.783
24300,random,20,3.687
24300,random,30,3.413
24300,random,50,3.385
24300,reversed,0,2.226
24300,reversed,5,1.874
24300,reversed,10,1.719
24300,reversed,20,1.653
24300,reversed,30,1.745
24300,reversed,50,2.47
24300,almost,0,2.282
24300,almost,5,1.869
24300,almost,10,1.798
24300,almost,20,1.519
24300,almost,30,1.347
24300,almost,50,1.258
24400,random,0,4.109
24400,random,5,3.942
24400,random,10,3.925
24400,random,20,3.383
24400,random,30,3.454
24400,random,50,3.57
24400,reversed,0,2.062
24400,reversed,5,1.934
24400,reversed,10,1.718
24400,reversed,20,1.971
24400,reversed,30,2.203
24400,reversed,50,2.444
24400,almost,0,2.246
24400,almost,5,1.917
24400,almost,10,1.694
24400,almost,20,1.545
24400,almost,30,1.629
24400,almost,50,1.56
24500,random,0,4.385
24500,random,5,3.907
24500,random,10,3.822
24500,random,20,3.417
24500,random,30,3.632
24500,random,50,3.794
24500,reversed,0,2.251
24500,reversed,5,1.889
24500,reversed,10,1.846
24500,reversed,20,1.814
24500,reversed,30,1.77
24500,reversed,50,2.346
24500,almost,0,2.308
24500,almost,5,1.872
24500,almost,10,1.985
24500,almost,20,1.676
24500,almost,30,1.384
24500,almost,50,1.402
24600,random,0,4.253
24600,random,5,4.011
24600,random,10,3.568
24600,random,20,3.754
24600,random,30,3.513
24600,random,50,3.439
24600,reversed,0,2.55
24600,reversed,5,1.809
24600,reversed,10,1.692
24600,reversed,20,1.668
24600,reversed,30,1.735
24600,reversed,50,2.444
24600,almost,0,2.151
24600,almost,5,1.872
24600,almost,10,1.775
24600,almost,20,1.618
24600,almost,30,1.457
24600,almost,50,1.441
24700,random,0,4.74
24700,random,5,3.824
24700,random,10,3.725
24700,random,20,3.557
24700,random,30,3.302
24700,random,50,3.576
24700,reversed,0,2.09
24700,reversed,5,1.878
24700,reversed,10,1.698
24700,reversed,20,1.632
24700,reversed,30,1.879
24700,reversed,50,2.486
24700,almost,0,2.421
24700,almost,5,1.871
24700,almost,10,1.799
24700,almost,20,1.607
24700,almost,30,1.45
24700,almost,50,1.385
24800,random,0,4.349
24800,random,5,3.952
24800,random,10,3.752
24800,random,20,3.461
24800,random,30,3.51
24800,random,50,3.552
24800,reversed,0,2.108
24800,reversed,5,1.954
24800,reversed,10,1.71
24800,reversed,20,1.619
24800,reversed,30,1.813
24800,reversed,50,2.393
24800,almost,0,2.372
24800,almost,5,1.929
24800,almost,10,1.865
24800,almost,20,1.719
24800,almost,30,1.418
24800,almost,50,1.27
24900,random,0,4.329
24900,random,5,3.813
24900,random,10,3.586
24900,random,20,3.85
24900,random,30,3.392
24900,random,50,3.558
24900,reversed,0,2.164
24900,reversed,5,2.207
24900,reversed,10,1.759
24900,reversed,20,1.632
24900,reversed,30,1.881
24900,reversed,50,2.467
24900,almost,0,3.184
24900,almost,5,1.986
24900,almost,10,1.75
24900,almost,20,1.642
24900,almost,30,1.496
24900,almost,50,1.319
25000,random,0,4.106
25000,random,5,3.776
25000,random,10,3.627
25000,random,20,3.72
25000,random,30,3.551
25000,random,50,3.591
25000,reversed,0,2.116
25000,reversed,5,1.857
25000,reversed,10,1.916
25000,reversed,20,1.621
25000,reversed,30,1.763
25000,reversed,50,2.401
25000,almost,0,2.281
25000,almost,5,2.122
25000,almost,10,1.819
25000,almost,20,1.593
25000,almost,30,1.509
25000,almost,50,1.376
25100,random,0,4.232
25100,random,5,3.888
25100,random,10,3.657
25100,random,20,3.466
25100,random,30,3.66
25100,random,50,3.818
25100,reversed,0,2.31
25100,reversed,5,1.923
25100,reversed,10,2.04
25100,reversed,20,1.643
25100,reversed,30,1.797
25100,reversed,50,2.401
25100,almost,0,2.31
25100,almost,5,2.356
25100,almost,10,2.252
25100,almost,20,1.586
25100,almost,30,1.509
25100,almost,50,1.305
25200,random,0,4.631
25200,random,5,3.898
25200,random,10,3.819
25200,random,20,3.778
25200,random,30,3.513
25200,random,50,3.671
25200,reversed,0,2.309
25200,reversed,5,1.97
25200,reversed,10,1.694
25200,reversed,20,1.646
25200,reversed,30,1.894
25200,reversed,50,2.594
25200,almost,0,2.337
25200,almost,5,2.134
25200,almost,10,1.82
25200,almost,20,1.604
25200,almost,30,1.657
25200,almost,50,1.464
25300,random,0,4.308
25300,random,5,4.077
25300,random,10,3.675
25300,random,20,3.766
25300,random,30,3.599
25300,random,50,3.538
25300,reversed,0,2.238
25300,reversed,5,1.968
25300,reversed,10,1.83
25300,reversed,20,1.825
25300,reversed,30,1.938
25300,reversed,50,2.455
25300,almost,0,2.751
25300,almost,5,2.178
25300,almost,10,1.808
25300,almost,20,1.582
25300,almost,30,1.431
25300,almost,50,1.292
25400,random,0,4.243
25400,random,5,4.175
25400,random,10,4.11
25400,random,20,3.723
25400,random,30,3.567
25400,random,50,3.722
25400,reversed,0,2.185
25400,reversed,5,1.904
25400,reversed,10,1.762
25400,reversed,20,1.749
25400,reversed,30,1.88
25400,reversed,50,3.117
25400,almost,0,2.411
25400,almost,5,2.268
25400,almost,10,1.747
25400,almost,20,2.016
25400,almost,30,1.487
25400,almost,50,1.585
25500,random,0,4.444
25500,random,5,4.235
25500,random,10,4.048
25500,random,20,3.548
25500,random,30,3.647
25500,random,50,3.817
25500,reversed,0,2.303
25500,reversed,5,2.046
25500,reversed,10,1.938
25500,reversed,20,1.86
25500,reversed,30,1.944
25500,reversed,50,2.654
25500,almost,0,2.417
25500,almost,5,2.254
25500,almost,10,1.947
25500,almost,20,1.724
25500,almost,30,1.52
25500,almost,50,1.35
25600,random,0,4.55
25600,random,5,4.053
25600,random,10,3.818
25600,random,20,3.652
25600,random,30,3.528
25600,random,50,4.381
25600,reversed,0,2.317
25600,reversed,5,1.875
25600,reversed,10,2.447
25600,reversed,20,1.742
25600,reversed,30,2.065
25600,reversed,50,2.642
25600,almost,0,2.28
25600,almost,5,1.972
25600,almost,10,1.807
25600,almost,20,1.707
25600,almost,30,1.522
25600,almost,50,1.393
25700,random,0,4.582
25700,random,5,4.11
25700,random,10,3.983
25700,random,20,3.9
25700,random,30,3.63
25700,random,50,4.124
25700,reversed,0,2.314
25700,reversed,5,2.212
25700,reversed,10,1.854
25700,reversed,20,1.751
25700,reversed,30,2.068
25700,reversed,50,2.507
25700,almost,0,2.294
25700,almost,5,2.074
25700,almost,10,1.835
25700,almost,20,1.619
25700,almost,30,1.604
25700,almost,50,1.516
25800,random,0,4.534
25800,random,5,4.181
25800,random,10,4.038
25800,random,20,3.741
25800,random,30,3.809
25800,random,50,3.835
25800,reversed,0,2.361
25800,reversed,5,2.857
25800,reversed,10,1.868
25800,reversed,20,1.826
25800,reversed,30,2.003
25800,reversed,50,2.353
25800,almost,0,2.694
25800,almost,5,2.083
25800,almost,10,1.905
25800,almost,20,1.888
25800,almost,30,1.521
25800,almost,50,1.464
25900,random,0,4.546
25900,random,5,4.111
25900,random,10,3.996
25900,random,20,3.907
25900,random,30,3.627
25900,random,50,3.907
25900,reversed,0,2.387
25900,reversed,5,1.926
25900,reversed,10,1.824
25900,reversed,20,1.898
25900,reversed,30,2.098
25900,reversed,50,2.42
25900,almost,0,2.467
25900,almost,5,2.062
25900,almost,10,2.246
25900,almost,20,1.923
25900,almost,30,1.61
25900,almost,50,1.523
26000,random,0,4.448
26000,random,5,4.152
26000,random,10,4.011
26000,random,20,3.795
26000,random,30,3.587
26000,random,50,3.758
26000,reversed,0,2.302
26000,reversed,5,2.69
26000,reversed,10,1.786
26000,reversed,20,1.857
26000,reversed,30,1.875
26000,reversed,50,2.326
26000,almost,0,2.258
26000,almost,5,2.01
26000,almost,10,1.841
26000,almost,20,1.676
26000,almost,30,1.52
26000,almost,50,1.445
26100,random,0,4.455
26100,random,5,4.686
26100,random,10,4.244
26100,random,20,3.936
26100,random,30,4.438
26100,random,50,3.744
26100,reversed,0,2.409
26100,reversed,5,2.037
26100,reversed,10,1.839
26100,reversed,20,1.652
26100,reversed,30,1.941
26100,reversed,50,1.925
26100,almost,0,2.341
26100,almost,5,2.127
26100,almost,10,1.823
26100,almost,20,1.789
26100,almost,30,1.44
26100,almost,50,1.483
26200,random,0,4.761
26200,random,5,4.221
26200,random,10,3.985
26200,random,20,3.932
26200,random,30,3.91
26200,random,50,4.021
26200,reversed,0,2.532
26200,reversed,5,2.059
26200,reversed,10,1.826
26200,reversed,20,1.833
26200,reversed,30,1.932
26200,reversed,50,1.963
26200,almost,0,2.51
26200,almost,5,1.974
26200,almost,10,2.125
26200,almost,20,1.732
26200,almost,30,1.553
26200,almost,50,1.562
26300,random,0,4.297
26300,random,5,4.636
26300,random,10,4.172
26300,random,20,3.838
26300,random,30,3.845
26300,random,50,3.609
26300,reversed,0,2.458
26300,reversed,5,1.996
26300,reversed,10,1.784
26300,reversed,20,1.898
26300,reversed,30,2.01
26300,reversed,50,2.006
26300,almost,0,2.53
26300,almost,5,2.16
26300,almost,10,1.934
26300,almost,20,1.73
26300,almost,30,1.683
26300,almost,50,1.484
26400,random,0,4.451
26400,random,5,4.175
26400,random,10,3.849
26400,random,20,3.707
26400,random,30,3.682
26400,random,50,3.801
26400,reversed,0,2.614
26400,reversed,5,2.072
26400,reversed,10,1.899
26400,reversed,20,1.913
26400,reversed,30,2.177
26400,reversed,50,1.962
26400,almost,0,2.481
26400,almost,5,2.157
26400,almost,10,1.938
26400,almost,20,1.889
26400,almost,30,1.557
26400,almost,50,1.554
26500,random,0,4.715
26500,random,5,4.298
26500,random,10,4.142
26500,random,20,3.955
26500,random,30,4.036
26500,random,50,4.086
26500,reversed,0,2.593
26500,reversed,5,2.112
26500,reversed,10,2.008
26500,reversed,20,1.864
26500,reversed,30,2.036
26500,reversed,50,2.367
26500,almost,0,2.531
26500,almost,5,2.13
26500,almost,10,1.974
26500,almost,20,1.741
26500,almost,30,1.564
26500,almost,50,1.558
26600,random,0,4.636
26600,random,5,4.318
26600,random,10,4.082
26600,random,20,3.73
26600,random,30,3.917
26600,random,50,3.599
26600,reversed,0,2.415
26600,reversed,5,1.971
26600,reversed,10,2.043
26600,reversed,20,1.834
26600,reversed,30,2.095
26600,reversed,50,2.125
26600,almost,0,2.676
26600,almost,5,2.098
26600,almost,10,1.906
26600,almost,20,1.663
26600,almost,30,1.584
26600,almost,50,1.578
26700,random,0,4.463
26700,random,5,4.039
26700,random,10,4.234
26700,random,20,3.928
26700,random,30,3.812
26700,random,50,3.945
26700,reversed,0,2.521
26700,reversed,5,2.029
26700,reversed,10,1.829
26700,reversed,20,2.076
26700,reversed,30,2.186
26700,reversed,50,2.012
26700,almost,0,2.546
26700,almost,5,2.258
26700,almost,10,1.969
26700,almost,20,1.718
26700,almost,30,1.529
26700,almost,50,1.574
26800,random,0,4.495
26800,random,5,4.613
26800,random,10,4.658
26800,random,20,4.154
26800,random,30,4.249
26800,random,50,4.128
26800,reversed,0,2.568
26800,reversed,5,2.052
26800,reversed,10,1.961
26800,reversed,20,1.957
26800,reversed,30,2.174
26800,reversed,50,2.094
26800,almost,0,2.496
26800,almost,5,2.207
26800,almost,10,1.992
26800,almost,20,1.732
26800,almost,30,1.512
26800,almost,50,1.529
26900,random,0,4.626
26900,random,5,4.172
26900,random,10,4.215
26900,random,20,4.304
26900,random,30,3.75
26900,random,50,3.658
26900,reversed,0,2.353
26900,reversed,5,2.093
26900,reversed,10,1.904
26900,reversed,20,1.856
26900,reversed,30,2.15
26900,reversed,50,2.232
26900,almost,0,2.634
26900,almost,5,2.15
26900,almost,10,1.874
26900,almost,20,1.655
26900,almost,30,1.502
26900,almost,50,1.505
27000,random,0,4.48
27000,random,5,4.302
27000,random,10,3.859
27000,random,20,3.941
27000,random,30,4.009
27000,random,50,3.685
27000,reversed,0,2.45
27000,reversed,5,1.972
27000,reversed,10,1.808
27000,reversed,20,1.743
27000,reversed,30,1.981
27000,reversed,50,2.28
27000,almost,0,2.491
27000,almost,5,2.294
27000,almost,10,2.105
27000,almost,20,1.771
27000,almost,30,2.08
27000,almost,50,1.792
27100,random,0,4.683
27100,random,5,4.303
27100,random,10,4.687
27100,random,20,3.93
27100,random,30,3.999
27100,random,50,3.944
27100,reversed,0,2.374
27100,reversed,5,2.415
27100,reversed,10,2.012
27100,reversed,20,1.947
27100,reversed,30,2.106
27100,reversed,50,2.127
27100,almost,0,2.557
27100,almost,5,2.324
27100,almost,10,2.236
27100,almost,20,1.769
27100,almost,30,1.635
27100,almost,50,1.632
27200,random,0,4.661
27200,random,5,4.383
27200,random,10,4.198
27200,random,20,4.095
27200,random,30,3.991
27200,random,50,3.946
27200,reversed,0,2.498
27200,reversed,5,2.104
27200,reversed,10,2.033
27200,reversed,20,2.238
27200,reversed,30,2.109
27200,reversed,50,2.332
27200,almost,0,2.714
27200,almost,5,2.636
27200,almost,10,2.002
27200,almost,20,1.889
27200,almost,30,1.578
27200,almost,50,1.61
27300,random,0,4.866
27300,random,5,4.383
27300,random,10,4.143
27300,random,20,3.975
27300,random,30,4.123
27300,random,50,4.231
27300,reversed,0,2.559
27300,reversed,5,2.194
27300,reversed,10,2.052
27300,reversed,20,2.032
27300,reversed,30,2.161
27300,reversed,50,2.075
27300,almost,0,2.458
27300,almost,5,2.136
27300,almost,10,1.93
27300,almost,20,1.778
27300,almost,30,1.689
27300,almost,50,1.563
27400,random,0,4.698
27400,random,5,4.456
27400,random,10,4.414
27400,random,20,4
27400,random,30,4.088
27400,random,50,4.001
27400,reversed,0,2.46
27400,reversed,5,2.095
27400,reversed,10,1.854
27400,reversed,20,1.785
27400,reversed,30,2.117
27400,reversed,50,2.204
27400,almost,0,2.622
27400,almost,5,2.156
27400,almost,10,1.904
27400,almost,20,1.713
27400,almost,30,1.686
27400,almost,50,1.564
27500,random,0,4.642
27500,random,5,4.402
27500,random,10,4.082
27500,random,20,3.96
27500,random,30,3.999
27500,random,50,4.068
27500,reversed,0,2.661
27500,reversed,5,2.2
27500,reversed,10,2.428
27500,reversed,20,2.208
27500,reversed,30,2.017
27500,reversed,50,2.062
27500,almost,0,2.459
27500,almost,5,2.028
27500,almost,10,1.932
27500,almost,20,1.779
27500,almost,30,1.643
27500,almost,50,1.585
27600,random,0,4.772
27600,random,5,4.286
27600,random,10,4.45
27600,random,20,3.98
27600,random,30,3.817
27600,random,50,4.105
27600,reversed,0,2.479
27600,reversed,5,2.159
27600,reversed,10,2.065
27600,reversed,20,1.912
27600,reversed,30,2.443
27600,reversed,50,2.07
27600,almost,0,2.503
27600,almost,5,2.255
27600,almost,10,1.991
27600,almost,20,1.804
27600,almost,30,1.667
27600,almost,50,1.701
27700,random,0,4.996
27700,random,5,4.584
27700,random,10,4.181
27700,random,20,4.116
27700,random,30,4.139
27700,random,50,3.996
27700,reversed,0,2.614
27700,reversed,5,2.171
27700,reversed,10,2.005
27700,reversed,20,1.929
27700,reversed,30,2.447
27700,reversed,50,2.241
27700,almost,0,2.744
27700,almost,5,2.239
27700,almost,10,2.026
27700,almost,20,1.82
27700,almost,30,1.66
27700,almost,50,1.737
27800,random,0,4.827
27800,random,5,4.266
27800,random,10,4.195
27800,random,20,4.051
27800,random,30,3.973
27800,random,50,3.92
27800,reversed,0,3
27800,reversed,5,2.317
27800,reversed,10,2.233
27800,reversed,20,1.973
27800,reversed,30,2.214
27800,reversed,50,2.426
27800,almost,0,2.834
27800,almost,5,2.184
27800,almost,10,2.053
27800,almost,20,1.805
27800,almost,30,1.768
27800,almost,50,1.59
27900,random,0,5.014
27900,random,5,4.433
27900,random,10,4.241
27900,random,20,4.237
27900,random,30,4.578
27900,random,50,4.005
27900,reversed,0,2.744
27900,reversed,5,2.089
27900,reversed,10,2.669
27900,reversed,20,1.857
