N,Area_Narrow,Error_Narrow,Area_Wide,Error_Wide
71100,0.947321518987342,0.002969065179272,0.949504219409283,0.005279981756044
71600,0.936969553072626,0.007990995759013,0.939109636871508,0.005725199190320
72100,0.943900970873787,0.000652412719299,0.949247572815534,0.005008259232007
72600,0.946149311294766,0.001727999680332,0.928030303030303,0.017455355090718
73100,0.946400000000000,0.001993414337658,0.937267441860465,0.007675608392551
73600,0.943679891304348,0.000886478941427,0.934894701086956,0.010187728668318
74100,0.945491228070176,0.001031259341019,0.926271929824561,0.019317018628441
74600,0.945643699731904,0.001192687490770,0.943381367292225,0.001202538846508
75100,0.942352862849534,0.002291459681454,0.935632490013316,0.009406600556121
75600,0.943920370370371,0.000631873657783,0.922476851851852,0.023335027013429
76100,0.953311695137976,0.009311116165809,0.957946780551906,0.014218475696292
76600,0.944285378590078,0.000245424130811,0.958730417754569,0.015048145303540
77100,0.945975097276265,0.001543551984618,0.956643968871595,0.012839134272166
77600,0.947080154639175,0.002713522610254,0.947480670103093,0.003137565147432
78100,0.943044302176697,0.001559403835902,0.965256081946223,0.021957139961418
78600,0.940588040712468,0.004159950973527,0.927945292620865,0.017545359180328
79100,0.940693805309735,0.004047973553904,0.942831858407080,0.001784326974187
79600,0.950241206030151,0.006060260433733,0.944142587939698,0.000396602587393
80100,0.948490387016230,0.004206594836051,0.954460049937578,0.010526927605500
80600,0.951435483870968,0.007324692525225,0.919205955334988,0.026798062483503
81100,0.943437731196054,0.001142864015101,0.957040690505549,0.013259160122279
81600,0.938549019607843,0.006318748224720,0.937965686274510,0.006936347715807
82100,0.938995858708892,0.005845660908027,0.971196711327649,0.028246733703187
82600,0.944328813559322,0.000199437705267,0.927648305084746,0.017859792353756
83100,0.946706618531889,0.002318044250662,0.939314079422383,0.005508747278247
83600,0.945115550239235,0.000633513448674,0.962269736842105,0.018795371018830
84100,0.940253983353151,0.004513631525140,0.920716409036861,0.025198881733356
84600,0.946400000000000,0.001993414337658,0.969574468085106,0.026529196672881
85100,0.942550411280846,0.002082306863209,0.954665099882491,0.010744022591144
85600,0.943402102803738,0.001180585289894,0.941217873831776,0.003493120206750
86100,0.937352845528455,0.007585187943601,0.941300813008130,0.003405309018566
86600,0.946063741339492,0.001637403176053,0.937422055427252,0.007511912517987
87100,0.947173134328358,0.002811964110918,0.930071756601607,0.015293982484924
87600,0.939917808219178,0.004869554253696,0.960002853881278,0.016395326853760
88100,0.943631782065834,0.000937414212094,0.947463110102157,0.003118973637190
88600,0.946810835214447,0.002428382827994,0.932990970654628,0.012203288004611
89100,0.946726823793491,0.002339436409432,0.946040965207632,0.001613289129003
89600,0.944917187500000,0.000423498488443,0.952382812500000,0.008327669118107
90100,0.942501442841288,0.002134151806096,0.972522197558269,0.029650081625710
90600,0.942924724061810,0.001686006206586,0.959177704194260,0.015521706236436
91100,0.947878375411636,0.003558632455132,0.958754116355653,0.015073236007486
91600,0.940300218340611,0.004464680602753,0.953788209606987,0.009815622040476
92100,0.947842562432139,0.003520715750141,0.959250814332247,0.015599111009032
92600,0.944807991360691,0.000307887951187,0.942826673866091,0.001789816065404
93100,0.947123308270677,0.002759211171718,0.949605263157895,0.005386961014993
93600,0.943541666666667,0.001032823168662,0.942569444444444,0.002062155653806
94100,0.947444420828906,0.003099186518935,0.938081827842721,0.006813383761371
94600,0.944880126849894,0.000384260822195,0.941929175475687,0.002740035292542
95100,0.947127234490011,0.002763368024968,0.951661409043112,0.007563888990379
95600,0.940764853556485,0.003972751792128,0.949118723849372,0.004871841421844
96100,0.945206867845994,0.000730195232894,0.941376170655567,0.003325524713354
96600,0.945646376811594,0.001195521827435,0.921413043478261,0.024461325602245
97100,0.947637075180227,0.003303157769217,0.961076210092688,0.017531734139337
97600,0.946288114754099,0.001874956730352,0.945735143442623,0.001289502786547
98100,0.945824872579001,0.001384502790484,0.939791029561672,0.005003780141164
98600,0.946603042596349,0.002208384059099,0.925210446247465,0.020440855857602
99100,0.942763673057518,0.001856517666511,0.952928859737639,0.008905792254235
99600,0.948939959839358,0.004682576459085,0.946423192771084,0.002017969498147
